TIME(Hrs),Hole (Nos),Depth (m),Spacing(m),Burden (m),Stemming(m),Total Drill (RMT),Explosive(kg),Volume(m3),Powder Factor(kg/m3),Av. CPH,MCPD (kg/D),PPV MON,Seis. Dist. (m),A.O.P (dBL)
13:10:00,54,7.0,2.5,2.5,2.8,378.0,1575.0,2362.5,0.66,29.16,58.33,2.41,370.0,117.8
13:20:00,16,18.0,3.6,3.2,3.0,288.0,2150.0,3318.0,0.64,134.37,268.75,2.41,370.0,117.8
13:21:00,60,6.0,3.0,2.5,3.0,360.0,1200.0,2700.0,0.45,20.0,40.0,2.41,370.0,117.8
13:25:00,27,13.0,3.5,3.0,3.0,351.0,1925.0,3685.5,0.52,71.29,142.59,2.41,370.0,117.8
13:39:00,10,12.0,3.5,3.0,3.0,120.0,725.0,1260.0,0.57,72.5,155.0,1.91,340.0,116.0
13:32:00,77,23.0,4.0,3.0,3.0,1771.0,10075.0,21252.0,0.47,130.84,261.68,5.97,430.0,120.0
13:10:00,56,11.0,3.5,3.0,3.0,616.0,3525.0,6468.0,0.54,62.94,125.94,2.41,370.0,117.8
13:35:00,28,6.3,2.5,2.0,2.5,108.0,233.34,540.0,0.43,15.73,31.47,2.41,370.0,117.8
13:25:00,72,7.5,3.0,3.0,3.0,540.0,2500.0,4860.0,0.51,34.72,69.44,2.41,370.0,117.8
13:21:00,70,7.5,3.5,3.2,3.0,560.0,3241.7,5880.0,0.55,46.31,92.62,2.79,340.0,125.0
13:22:00,24,7.0,3.5,3.0,3.0,168.0,800.0,1764.0,0.45,33.3,66.6,3.43,420.0,122.0
13:20:00,80,9.0,3.0,2.5,3.0,590.0,2475.0,4425.0,0.55,30.93,61.86,6.99,280.0,124.0
13:20:00,30,5.8,3.0,3.0,3.0,210.0,975.0,1890.0,0.51,32.5,65.0,1.02,420.0,106.0
13:11:00,36,15.0,3.0,2.7,3.0,540.0,3000.0,4374.0,0.68,83.33,166.66,1.14,360.0,106.0
13:07:00,31,9.0,3.0,3.0,3.0,189.0,750.0,1701.0,0.44,24.19,24.19,3.18,410.0,106.0
13:03:00,58,9.0,3.0,3.0,3.0,435.0,2175.0,3915.0,0.55,37.5,37.5,4.95,370.0,106.0
13:17:00,51,25.0,4.2,3.2,3.0,1275.0,9225.0,17316.0,0.53,180.88,361.76,3.38,390.0,126.0
13:20:00,35,25.0,4.2,3.2,3.0,875.0,5000.0,11760.0,0.42,142.85,77.14,2.41,370.0,117.8
13:18:00,31,20.0,4.0,3.0,3.0,800.0,5350.0,7440.0,0.71,172.58,345.16,2.41,370.0,117.8
13:15:00,58,9.5,3.0,3.0,3.0,551.0,2950.0,4959.0,0.59,50.86,101.72,2.41,370.0,117.8
13:15:00,28,14.0,3.5,3.0,3.0,392.0,1875.0,4116.0,0.45,66.96,133.92,2.41,370.0,117.8
13:35:00,40,9.0,3.0,3.0,2.5,263.5,1250.0,2371.5,0.52,31.25,62.5,2.41,370.0,117.8
13:20:00,35,19.0,4.0,3.0,3.0,665.0,4300.0,7890.0,0.53,122.85,245.7,2.41,370.0,117.8
13:18:00,75,8.0,3.0,3.0,3.0,600.0,3000.0,5400.0,0.55,40.0,80.0,2.41,370.0,117.8
13:05:00,33,10.13,3.0,3.0,3.0,393.0,2125.0,3537.0,0.6,64.39,128.78,2.41,370.0,117.8
13:07:00,39,5.0,3.0,3.0,3.0,195.0,650.0,1755.0,0.37,16.66,33.33,2.41,370.0,117.8
13:10:00,46,7.6,3.5,3.0,3.0,349.6,2075.0,3915.52,0.52,45.1,90.2,2.41,370.0,117.8
13:07:00,52,9.6,3.0,3.0,3.0,387.0,1925.0,3483.0,0.55,37.01,74.03,0.889,400.0,110.0
13:08:00,30,10.11,3.0,3.0,3.0,310.0,1575.0,2790.0,0.56,52.5,105.0,3.3,430.0,119.0
13:03:00,45,9.0,3.0,2.5,3.0,405.0,1750.0,3075.5,0.57,38.88,77.77,2.16,400.0,123.0
13:10:00,19,12.0,3.5,3.0,3.0,228.0,1675.0,2394.0,0.69,88.15,176.3,1.14,450.0,112.0
13:22:00,30,11.0,3.0,3.0,3.0,330.0,1875.0,2970.0,0.63,62.5,125.0,1.78,430.0,114.0
13:29:00,18,8.0,3.0,2.5,3.0,144.0,750.0,1080.0,0.69,41.66,83.22,1.65,410.0,116.0
13:28:00,41,9.0,3.0,3.0,3.0,360.5,2200.0,3244.5,0.67,53.65,107.3,8.26,340.0,125.0
13:28:00,44,6.0,3.0,2.6,3.0,264.0,1250.0,2059.2,0.6,28.4,56.8,8.26,360.0,125.0
13:40:00,61,9.0,3.1,2.8,3.0,625.0,3500.0,5425.0,0.64,57.37,114.75,9.4,380.0,127.0
14:14:00,36,19.0,3.6,3.2,3.0,684.0,5400.0,7879.68,0.68,150.0,300.0,7.11,380.0,124.0
14:13:00,22,24.0,4.0,3.3,3.0,528.0,4400.0,6969.6,0.63,200.0,400.0,5.46,410.0,110.0
13:16:00,30,9.0,3.5,3.0,3.0,270.0,1700.0,2835.0,0.59,56.66,113.33,2.03,530.0,114.0
13:11:00,54,14.0,3.5,3.0,3.0,756.0,4050.0,7938.0,0.5,75.0,150.0,2.41,400.0,116.0
13:15:00,30,20.0,3.6,3.2,3.0,600.0,4700.0,6912.0,0.67,156.66,313.32,4.06,400.0,110.0
13:33:00,90,20.23,4.2,3.2,3.0,1815.0,12850.0,24393.0,0.52,142.77,285.55,7.87,300.0,124.0
13:29:00,51,13.14,3.2,3.0,3.0,702.0,3150.0,6739.2,0.46,61.76,123.52,8.51,370.0,133.0
13:13:00,35,9.0,3.6,3.2,3.0,490.0,2900.0,5644.8,0.51,75.0,150.0,1.52,460.0,106.0
13:13:00,61,12.13,3.6,3.2,3.0,774.0,4525.0,8916.48,0.5,74.18,148.36,13.3,390.0,130.0
13:13:00,40,13.14,3.6,3.2,3.0,532.0,3500.0,6128.64,0.57,87.5,175.0,7.75,380.0,126.0
13:17:00,38,9.0,3.6,3.2,3.0,805.0,5325.0,9273.6,0.57,140.13,280.26,6.35,370.0,124.0
13:12:00,25,26.3,3.8,3.3,3.0,674.0,5125.0,8451.96,0.59,205.0,410.0,7.11,450.0,121.0
13:10:00,54,8.9,3.0,2.5,3.0,472.0,2275.0,3540.0,0.64,42.12,84.25,2.41,620.0,117.8
13:12:00,21,9.0,3.0,3.0,2.8,95.5,425.0,859.5,0.49,20.23,40.47,2.41,600.0,117.8
13:14:00,43,9.0,3.0,2.8,2.8,233.0,700.0,1957.2,0.35,16.27,32.55,2.41,580.0,117.8
13:46:00,34,9.0,3.0,3.0,3.0,306.0,1561.11,2754.0,0.56,45.9,91.8,1.14,430.0,106.0
13:47:00,23,8.0,3.5,3.0,3.0,184.0,874.92,1932.0,0.45,38.04,76.08,1.02,400.0,116.0
13:16:00,20,15.0,3.6,3.2,3.0,300.0,1875.0,3456.0,0.54,93.75,187.5,1.52,450.0,110.0
13:06:00,16,4.5,2.5,2.5,2.8,64.0,150.0,400.0,0.37,9.41,18.82,3.18,240.0,125.0
13:09:00,131,9.0,3.2,2.8,3.0,826.0,2900.0,5465.0,0.53,22.13,44.27,1.14,590.0,106.0
13:36:00,33,9.0,3.8,3.2,3.0,714.78,5500.0,8691.72,0.63,166.66,166.66,7.49,510.0,110.0
13:10:00,27,7.5,3.5,3.0,3.0,202.5,1125.0,2126.25,0.52,41.66,83.32,0.762,510.0,100.0
13:34:00,87,9.0,3.6,3.2,3.0,1312.5,7600.0,15120.0,0.5,87.35,174.7,5.08,390.0,110.0
13:06:00,47,9.0,3.75,3.25,3.0,586.0,3450.0,7141.8,0.48,73.4,146.8,1.27,440.0,116.0
13:06:00,20,15.0,3.75,3.25,3.0,300.0,1800.0,3656.25,0.49,90.0,180.0,1.27,470.0,116.0
13:16:00,21,15.0,3.6,3.2,3.0,315.0,2150.0,3402.0,0.63,102.34,204.76,0.508,470.0,110.0
13:10:00,31,5.0,2.8,2.5,2.8,155.0,625.0,1085.0,0.57,20.16,40.32,3.43,410.0,119.0
13:04:00,58,9.0,3.0,3.0,3.0,506.9,2175.0,4562.1,0.47,37.5,75.0,5.21,470.0,125.0
13:17:00,33,19.21,3.6,3.2,3.0,685.0,4375.0,7891.2,0.55,132.57,265.14,6.35,430.0,122.0
13:38:00,53,14.16,3.5,3.0,3.0,782.0,5000.0,8211.0,0.6,94.34,188.68,3.81,480.0,112.0
13:39:00,43,14.15,3.6,3.2,3.0,628.0,3600.0,7234.56,0.49,83.72,167.44,2.54,380.0,116.0
13:40:00,53,21.22,3.6,3.2,3.0,1149.04,7225.0,13236.94,0.54,136.32,272.64,7.75,360.0,120.0
13:37:00,44,9.0,3.5,3.0,2.8,306.0,1700.0,3213.0,0.52,38.63,77.27,3.56,510.0,116.0
13:40:00,19,10.0,4.0,4.0,3.0,190.0,1109.22,2280.0,0.48,58.38,116.76,7.75,330.0,120.0
13:12:00,27,9.0,3.5,3.0,3.0,259.5,1275.0,2724.75,0.46,47.22,94.44,1.78,530.0,100.0
13:16:00,43,9.0,3.0,2.5,3.0,228.5,925.0,1713.75,0.53,21.51,43.02,0.635,430.0,110.0
13:11:00,38,8.0,3.0,2.5,3.0,304.0,1400.0,2280.0,0.61,36.84,73.68,4.7,370.0,124.0
13:10:00,14,9.1,3.5,3.0,3.0,132.0,750.0,1386.0,0.54,53.37,53.37,2.41,370.0,117.8
13:12:00,23,15.0,3.2,3.0,3.0,345.0,2275.0,3312.0,0.68,98.91,197.82,2.41,370.0,117.8
13:15:00,30,9.0,3.5,3.0,3.0,276.0,1600.0,2898.0,0.55,53.33,106.6,2.79,430.0,110.0
17:35:00,40,24.5,3.8,3.0,3.0,980.0,6700.0,11172.0,0.59,167.5,167.5,5.08,310.0,122.0
17:34:00,34,17.18,3.6,3.2,3.0,588.0,4275.0,6773.76,0.63,125.73,251.46,5.72,360.0,127.0
13:21:00,34,9.0,3.6,3.2,3.0,575.0,3825.0,6624.0,0.57,112.5,225.0,3.18,410.0,117.0
13:10:00,37,5.6,3.0,2.5,3.0,199.0,750.0,1492.5,0.5,20.27,40.54,0.635,450.0,100.0
13:16:00,23,12.0,3.2,3.0,3.0,276.0,1750.0,2649.6,0.66,76.08,152.16,3.18,350.0,100.0
17:05:00,36,6.0,3.0,3.0,3.0,216.0,1025.0,1944.0,0.52,28.47,56.94,1.4,420.0,110.0
13:17:00,36,12.15,3.6,3.2,3.0,513.0,3225.0,5910.0,0.53,89.58,179.16,27.4,150.0,119.0
16:57:00,19,12.0,4.0,3.0,3.0,228.0,1250.0,2736.0,0.45,65.78,131.56,3.18,330.0,125.0
17:04:00,34,5.7,3.2,2.5,3.0,220.0,1050.0,1737.0,0.6,30.88,30.88,1.14,350.0,121.0
13:15:00,54,9.0,3.0,3.0,3.0,486.0,2325.0,4374.0,0.53,43.05,86.1,2.79,200.0,116.0
17:00:00,21,25.0,4.0,3.5,3.0,525.0,3300.0,7350.0,0.44,157.14,314.28,5.72,340.0,135.0
16:59:00,23,20.0,3.6,3.2,3.0,460.0,3150.0,5299.2,0.59,136.95,273.9,1.27,380.0,100.0
17:24:00,20,20.0,3.6,3.2,3.0,400.0,2500.0,4608.0,0.54,125.0,250.0,3.94,300.0,120.0
16:49:00,53,15.0,3.6,3.2,3.0,795.0,4950.0,9158.4,0.54,93.39,186.78,3.18,400.0,106.0
17:21:00,45,9.1,3.5,3.0,3.0,426.0,2625.0,4473.0,0.58,58.33,116.66,9.4,280.0,128.0
17:23:00,24,8.0,3.5,3.0,3.0,192.0,1250.0,2016.0,0.62,52.08,104.16,13.7,230.0,131.0
17:23:00,9,5.0,2.8,2.5,3.0,45.0,125.0,315.0,0.39,13.88,13.88,13.7,235.0,131.0
13:19:00,18,18.5,3.6,3.2,3.0,333.0,2175.0,3836.0,0.56,120.84,241.68,4.32,360.0,128.0
13:16:00,59,9.0,3.0,3.0,3.0,593.0,2264.0,5337.0,0.42,38.88,77.76,3.18,370.0,120.0
13:15:00,40,9.0,3.0,3.0,3.0,354.0,1700.0,3186.0,0.53,42.5,85.0,3.68,360.0,116.0
13:17:00,47,9.0,3.25,2.75,3.0,375.0,2375.0,4048.0,0.58,50.0,100.0,3.05,380.0,123.0
13:35:00,14,19.0,3.6,3.2,3.0,380.0,2100.0,3064.32,0.68,150.0,300.0,2.16,395.0,118.0
13:19:00,25,9.0,3.5,3.0,3.0,238.0,1350.0,2499.0,0.54,54.0,54.0,6.73,280.0,122.0
13:08:00,17,15.0,3.0,3.0,4.0,255.0,1335.3,2295.0,0.58,78.42,78.42,2.41,370.0,117.8
13:18:00,30,9.0,3.5,3.0,3.0,270.0,1575.0,2835.0,0.55,52.5,105.0,2.54,370.0,106.0
13:25:00,68,25.0,4.0,3.2,3.0,1700.0,13386.67,21760.0,0.61,196.86,196.86,1.4,470.0,106.0
13:16:00,20,5.0,3.0,2.5,3.0,100.0,463.33,750.0,0.61,23.16,46.33,2.41,370.0,117.8
13:20:00,32,18.0,4.0,3.5,3.0,576.0,3250.0,8064.0,0.4,101.56,101.56,2.41,370.0,117.8
13:15:00,49,6.7,2.0,2.0,3.0,336.0,1125.0,1344.0,0.83,22.95,45.9,5.08,360.0,106.0
13:14:00,32,13.5,3.3,3.1,3.0,432.0,2375.0,4419.36,0.53,74.21,148.43,1.65,390.0,100.0
13:14:00,25,9.0,3.5,3.0,3.0,287.5,1350.0,3018.75,0.44,54.0,108.0,0.88,440.0,106.0
13:08:00,20,12.0,3.5,3.0,3.0,240.0,1250.0,2520.0,0.49,62.5,125.0,2.16,420.0,106.0
13:01:00,20,9.0,3.5,3.0,3.0,233.5,1250.0,2451.75,0.5,62.5,125.0,2.92,480.0,106.0
13:21:00,13,25.0,4.0,3.5,3.0,325.0,1813.18,4550.0,0.39,139.52,270.05,2.16,600.0,106.0
13:27:00,37,6.0,3.0,2.8,3.0,222.0,950.0,1864.8,0.5,25.67,51.34,1.91,370.0,120.0
13:28:00,46,9.0,3.8,3.4,3.0,656.0,3700.0,8475.52,0.43,80.93,160.86,1.78,350.0,116.0
13:36:00,41,20.0,3.6,3.2,3.0,820.0,5850.0,9446.4,0.61,142.68,285.36,2.41,390.0,124.0
13:13:00,60,9.0,3.0,3.0,3.0,436.0,2211.12,3924.0,0.56,36.83,73.7,2.54,410.0,118.0
13:27:00,33,6.0,3.2,2.8,2.0,198.0,925.0,1774.08,0.52,28.03,56.06,1.14,460.0,125.0
13:27:00,22,9.0,3.0,3.0,3.0,198.0,1250.0,2079.0,0.6,56.81,113.62,1.14,440.0,125.0
13:17:00,27,12.0,3.5,3.0,3.0,324.0,1850.0,3402.0,0.53,68.51,137.02,1.27,570.0,126.0
13:06:00,46,7.0,3.0,2.5,3.0,322.0,1500.0,2415.0,0.62,32.6,65.2,5.84,350.0,106.0
13:20:00,36,11.0,3.0,3.0,3.0,396.0,2050.0,3564.0,0.57,56.94,113.88,4.45,385.0,106.0
13:18:00,28,9.0,2.5,3.0,3.0,199.5,1050.0,1676.25,0.62,37.5,75.0,1.4,410.0,106.0
13:10:00,33,15.0,3.1,3.1,3.0,495.0,2500.0,4756.95,0.5,75.75,151.51,2.41,370.0,117.8
13:17:00,18,12.0,3.5,3.0,3.0,216.0,1150.0,2268.0,0.5,63.88,63.88,1.78,430.0,127.0
13:09:00,38,9.0,3.5,3.0,3.0,424.0,2675.0,4452.0,0.6,70.39,140.78,15.2,320.0,124.0
13:11:00,33,11.12,3.2,2.8,3.0,391.0,2575.0,3503.36,0.73,78.03,156.06,9.14,340.0,116.0
13:10:00,42,7.0,3.0,2.8,3.0,294.0,1625.0,2469.6,0.65,38.69,77.38,2.03,380.0,106.0
13:16:00,36,7.5,3.0,2.8,3.0,270.0,1425.0,2268.0,0.62,39.58,79.16,12.6,310.0,120.0
13:04:00,40,22.24,4.0,3.0,3.0,896.0,6250.0,10752.0,0.58,156.25,312.5,10.0,320.0,126.0
13:04:00,50,7.5,3.0,2.8,3.0,375.0,1900.0,3150.0,0.6,38.0,76.0,6.6,360.0,116.0
13:12:00,8,5.5,3.5,3.0,2.5,44.0,200.0,462.0,0.43,25.0,50.0,2.41,370.0,117.8
13:16:00,47,7.5,3.0,2.8,2.5,352.5,1950.0,2961.0,0.65,41.48,82.96,2.41,370.0,117.8
13:11:00,44,20.0,4.0,3.0,3.0,880.0,6375.0,10560.0,0.6,144.88,144.88,1.27,360.0,120.0
13:11:00,27,9.0,3.5,3.0,3.0,243.0,1500.0,2551.0,0.58,55.55,111.0,15.6,280.0,125.0
13:10:00,36,9.0,2.8,2.5,2.5,197.1,1050.0,1379.7,0.76,29.16,58.33,10.8,410.0,120.0
13:09:00,62,7.0,3.2,2.8,2.7,434.0,2250.0,3888.64,0.57,36.29,72.5,3.68,390.0,106.0
13:10:00,59,7.0,3.0,2.8,3.0,413.0,2275.0,3469.2,0.65,38.55,77.1,6.22,340.0,106.0
17:07:00,56,7.0,3.0,2.8,2.6,392.0,2183.34,3292.8,0.66,38.98,77.96,1.27,380.0,116.0
17:30:00,8,3.0,2.0,2.0,2.5,24.0,41.66,96.0,0.43,5.2,10.4,2.41,450.0,117.8
17:08:00,59,4.5,2.5,2.0,2.5,265.5,900.0,1327.5,0.67,15.25,30.5,5.97,360.0,134.0
13:32:00,42,9.0,3.5,3.0,3.0,556.0,3575.0,5838.0,0.61,85.11,170.22,1.02,430.0,120.0
13:19:00,49,9.0,3.0,3.0,3.0,441.0,2650.0,3969.0,0.66,54.08,108.16,9.91,290.0,123.0
13:31:00,45,14.0,3.3,3.1,3.0,630.0,4100.0,6444.9,0.63,91.11,182.22,2.54,410.0,116.0
13:05:00,123,10.5,3.5,3.0,3.0,1291.5,7050.0,13560.75,0.51,57.31,114.62,4.32,420.0,106.0
13:32:00,41,25.0,4.0,3.0,3.0,1025.0,7500.0,12300.0,0.6,182.92,182.92,7.37,370.0,129.0
13:06:00,92,9.0,3.2,2.8,3.0,844.0,3825.0,7562.24,0.54,44.82,89.64,4.45,380.0,112.0
13:08:00,36,9.0,3.5,3.0,3.0,459.0,2550.0,4819.5,0.52,70.83,70.83,6.1,360.0,128.0
13:09:00,25,16.0,3.3,3.1,3.0,400.0,2525.0,4092.0,0.61,101.0,101.0,4.7,410.0,106.0
13:23:00,48,9.0,3.8,3.2,3.0,1216.0,9000.0,14786.56,0.6,187.5,187.5,7.49,440.0,118.0
13:40:00,50,9.0,3.6,3.2,3.0,1011.6,5750.0,11653.63,0.49,115.0,230.0,3.3,420.0,129.0
13:37:00,88,6.5,3.0,2.8,3.0,572.0,2925.0,4804.8,0.6,33.23,66.46,10.7,340.0,125.0
13:38:00,30,9.0,3.0,2.8,3.0,207.0,900.0,1738.8,0.54,30.0,60.0,4.06,330.0,120.0
13:04:00,42,10.0,3.0,2.8,3.0,420.0,2325.0,3528.0,0.65,55.35,110.71,2.41,530.0,106.0
13:30:00,24,9.5,3.5,3.0,2.5,228.0,1250.0,2394.0,0.52,52.0,104.0,1.65,380.0,106.0
13:29:00,69,9.5,3.0,2.8,3.0,655.5,3250.0,5506.2,0.59,47.1,94.2,5.84,380.0,120.0
13:30:00,81,8.5,3.0,2.8,3.0,688.5,3750.0,5783.4,0.64,46.29,92.58,1.65,360.0,106.0
13:55:00,262,9.0,1.0,0.6,2.5,2882.0,15720.0,60500.0,0.25,60.0,540.0,2.41,370.0,117.8
13:30:00,24,11.0,3.0,3.0,3.0,264.0,1513.9,2376.0,0.63,63.07,63.07,5.84,205.0,122.0
13:37:00,42,9.0,3.3,3.1,2.8,651.0,3325.0,6659.73,0.49,79.16,158.33,1.27,380.0,106.0
13:19:00,107,9.0,3.0,2.8,3.0,779.5,4425.0,6547.8,0.67,41.35,82.7,15.7,310.0,110.0
13:21:00,31,6.0,3.3,2.8,2.8,186.0,775.0,1718.64,0.45,25.0,50.0,1.78,340.0,126.0
13:10:00,34,11.12,3.5,3.0,3.0,381.0,2050.0,4000.0,0.51,60.29,120.5,2.41,370.0,117.8
13:12:00,28,9.0,3.2,2.5,2.8,197.5,991.68,1580.0,0.62,35.41,70.82,2.41,370.0,117.8
13:15:00,50,7.0,3.2,3.0,3.0,350.0,1925.0,3360.0,0.57,38.5,77.0,2.41,370.0,117.8
13:20:00,29,4.6,2.8,2.5,3.0,162.0,500.0,1134.0,0.44,17.24,34.48,2.41,370.0,117.8
13:21:00,56,9.0,3.5,3.0,3.0,698.0,3900.0,7329.0,0.53,69.64,139.28,4.57,390.0,116.0
13:14:00,70,6.7,3.0,2.5,3.0,480.0,2500.0,3600.0,0.69,35.71,71.42,17.8,340.0,127.0
13:21:00,37,9.12,3.5,3.0,3.0,417.0,2600.0,4378.5,0.59,69.81,139.63,3.81,410.0,120.0
13:16:00,40,5.7,3.2,2.8,3.0,264.0,1375.0,2365.44,0.58,34.37,68.75,7.11,310.0,123.0
13:05:00,18,9.1,3.0,3.0,3.0,168.0,925.0,1512.0,0.61,51.38,102.76,2.41,660.0,117.8
13:42:00,61,20.5,3.5,3.3,3.0,1250.5,7775.0,14443.275,0.53,127.45,254.9,4.32,410.0,124.0
13:29:00,110,7.8,2.8,3.1,3.0,700.0,4400.0,6944.0,0.63,40.0,80.0,12.7,340.0,129.0
13:10:00,18,10.11,3.0,3.0,3.0,188.0,900.0,1692.0,0.53,50.0,100.0,2.41,660.0,117.8
13:32:00,45,25.0,3.8,3.2,3.0,1125.0,7450.0,13680.0,0.54,165.55,331.11,7.11,390.0,130.0
13:12:00,57,11.12,3.2,2.8,3.0,662.0,3300.0,5931.52,0.55,57.89,115.78,4.95,410.0,122.0
13:11:00,90,9.0,3.2,2.8,2.8,722.0,2650.0,6469.12,0.4,29.44,58.88,11.6,280.0,126.0
13:17:00,29,20.25,3.8,3.2,3.0,675.0,3550.0,8208.0,0.43,122.41,122.41,2.54,450.0,112.0
13:16:00,29,4.1,2.8,2.8,2.5,218.0,975.0,1764.0,0.55,33.62,67.24,1.52,440.0,118.0
13:10:00,27,10.0,3.5,3.0,3.0,270.0,1500.0,2835.0,0.52,55.55,111.1,6.48,260.0,124.0
13:20:00,16,9.0,3.0,2.8,3.0,128.0,500.0,1075.2,0.46,31.25,62.5,2.41,460.0,117.8
13:20:00,17,5.0,2.8,2.5,3.0,85.0,300.0,595.0,0.5,17.64,35.28,2.41,480.0,117.8
13:25:00,45,9.0,3.2,2.5,3.0,472.5,2735.42,3780.0,0.72,54.21,108.42,2.41,370.0,117.8
13:04:00,20,12.0,3.5,3.0,3.0,240.0,1250.0,2520.0,0.49,62.5,125.0,2.16,420.0,106.0
13:12:00,20,11.675,3.5,3.0,3.0,233.5,1250.0,2451.75,0.5,62.5,125.0,2.92,480.0,106.0
13:16:00,13,25.0,4.0,3.5,3.0,325.0,1813.18,4550.0,0.39,139.52,270.05,2.16,600.0,106.0
13:11:00,37,6.0,3.0,2.8,3.0,222.0,950.0,1864.8,0.5,25.67,51.34,1.91,370.0,120.0
13:11:00,46,14.26086957,3.8,3.4,3.0,656.0,3700.0,8475.52,0.43,80.93,160.86,1.78,350.0,116.0
13:10:00,41,20.0,3.6,3.2,3.0,820.0,5850.0,9446.4,0.61,142.68,285.36,2.41,390.0,124.0
13:09:00,60,7.266666667,3.0,3.0,3.0,436.0,2211.12,3924.0,0.56,36.83,73.7,2.54,410.0,118.0
13:10:00,33,6.0,3.2,2.8,2.0,198.0,925.0,1774.08,0.52,28.03,56.06,1.14,460.0,125.0
17:07:00,22,9.0,3.0,3.0,3.0,198.0,1250.0,2079.0,0.6,56.81,113.62,1.14,440.0,125.0
17:30:00,27,12.0,3.5,3.0,3.0,324.0,1850.0,3402.0,0.53,68.51,137.02,1.27,570.0,126.0
17:08:00,46,7.0,3.0,2.5,3.0,322.0,1500.0,2415.0,0.62,32.6,65.2,5.84,350.0,106.0
13:32:00,36,11.0,3.0,3.0,3.0,396.0,2050.0,3564.0,0.57,56.94,113.88,4.45,385.0,106.0
13:19:00,28,7.125,3.5,3.5,3.0,199.5,1050.0,1676.25,0.62,37.5,75.0,1.4,410.0,106.0
13:31:00,33,15.0,3.1,3.1,3.0,495.0,2500.0,4756.95,0.5,75.75,151.51,2.41,370.0,117.8
13:05:00,18,12.0,3.5,3.0,3.0,216.0,1150.0,2268.0,0.5,63.88,63.88,1.78,430.0,127.0
13:32:00,38,11.15789474,3.5,3.0,3.0,424.0,2675.0,4452.0,0.6,70.39,140.78,15.2,320.0,124.0
13:06:00,33,11.84848485,3.2,2.8,3.0,391.0,2575.0,3503.36,0.73,78.03,156.06,9.14,340.0,116.0
13:08:00,42,7.0,3.0,2.8,3.0,294.0,1625.0,2469.6,0.65,38.69,77.38,2.03,380.0,106.0
13:04:00,36,7.5,3.0,2.8,3.0,270.0,1425.0,2268.0,0.62,39.58,79.16,12.6,310.0,120.0
13:04:00,40,22.4,4.0,3.0,3.0,896.0,6250.0,10752.0,0.58,156.25,312.5,10.0,320.0,126.0
13:12:00,50,7.5,3.0,2.8,3.0,375.0,1900.0,3150.0,0.6,38.0,76.0,6.6,360.0,116.0
13:16:00,8,5.5,3.5,3.0,2.5,44.0,200.0,462.0,0.43,25.0,50.0,2.41,370.0,117.8
13:11:00,47,7.5,3.0,2.8,2.5,352.5,1950.0,2961.0,0.65,41.48,82.96,2.41,370.0,117.8
13:10:00,27,9.0,3.5,3.0,3.0,243.0,1500.0,2551.0,0.58,55.55,111.0,15.6,280.0,125.0
13:09:00,36,5.475,2.8,2.5,2.5,197.1,1050.0,1379.7,0.76,29.16,58.33,10.8,410.0,120.0
13:10:00,62,7.0,3.2,2.8,2.7,434.0,2250.0,3888.64,0.57,36.29,72.5,3.68,390.0,106.0
17:07:00,59,7.0,3.0,2.8,3.0,413.0,2275.0,3469.2,0.65,38.55,77.1,6.22,340.0,106.0
17:30:00,56,7.0,3.0,2.8,2.6,392.0,2183.34,3292.8,0.66,38.98,77.96,1.27,380.0,116.0
17:08:00,8,3.0,2.0,2.0,2.5,24.0,41.66,96.0,0.43,5.2,10.4,2.41,450.0,117.8
13:32:00,59,4.5,2.5,2.0,2.5,265.5,900.0,1327.5,0.67,15.25,30.5,5.97,360.0,134.0
13:19:00,42,13.23809524,3.5,3.0,3.0,556.0,3575.0,5838.0,0.61,85.11,170.22,1.02,430.0,120.0
13:31:00,49,9.0,3.0,3.0,3.0,441.0,2650.0,3969.0,0.66,54.08,108.16,9.91,290.0,123.0
13:05:00,45,14.0,3.3,3.1,3.0,630.0,4100.0,6444.9,0.63,91.11,182.22,2.54,410.0,116.0
13:32:00,123,10.5,3.5,3.0,3.0,1291.5,7050.0,13560.75,0.51,57.31,114.62,4.32,420.0,106.0
13:06:00,41,25.0,4.0,3.0,3.0,1025.0,7500.0,12300.0,0.6,182.92,182.92,7.37,370.0,129.0
13:08:00,92,9.173913043,3.2,2.8,3.0,844.0,3825.0,7562.24,0.54,44.82,89.64,4.45,380.0,112.0
13:04:00,36,12.75,3.5,3.0,3.0,459.0,2550.0,4819.5,0.52,70.83,70.83,6.1,360.0,128.0
13:04:00,25,16.0,3.3,3.1,3.0,400.0,2525.0,4092.0,0.61,101.0,101.0,4.7,410.0,106.0
13:12:00,48,25.33333333,3.8,3.2,3.0,1216.0,9000.0,14786.56,0.6,187.5,187.5,7.49,440.0,118.0
13:16:00,50,20.232,3.6,3.2,3.0,1011.6,5750.0,11653.63,0.49,115.0,230.0,3.3,420.0,129.0
13:11:00,88,6.5,3.0,2.8,3.0,572.0,2925.0,4804.8,0.6,33.23,66.46,10.7,340.0,125.0
13:11:00,30,6.9,3.0,2.8,3.0,207.0,900.0,1738.8,0.54,30.0,60.0,4.06,330.0,120.0
13:10:00,42,10.0,3.0,2.8,3.0,420.0,2325.0,3528.0,0.65,55.35,110.71,2.41,530.0,106.0
13:09:00,24,9.5,3.5,3.0,2.5,228.0,1250.0,2394.0,0.52,52.0,104.0,1.65,380.0,106.0
